id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality
10034,"智邦科技所屬之網路通訊產業並非直接高度仰賴自然資源的產業，但鑑於生物多樣性流失風險已僅次於氣候風險，故響應聯合國「昆明 - 蒙特婁全球生物多樣性框架（GBF）」之「行動目標 15：企業責任」，參考「自然相關財務揭露計畫（The Taskforce on Nature-related Financial Disclosures, TNFD）」，以「LEAP」方法學，逐步盤點重要營運據點與生態系統服務之關聯。2024 年亦從自身做起，以大新竹在地為出發，關注城市生態環境，並與政府單位、保育團體合作，投注資源支持生物多樣性監測計畫及環境教育推廣活動。",E;S,Yes,"智邦科技所屬之網路通訊產業並非直接高度仰賴自然資源的產業，但鑑於生物多樣性流失風險已僅次於氣候風險，故響應聯合國「昆明 - 蒙特婁全球生物多樣性框架（GBF）」之「行動目標 15：企業責任」，參考「自然相關財務揭露計畫（The Taskforce on Nature-related Financial Disclosures, TNFD）」，以「LEAP」方法學，逐步盤點重要營運據點與生態系統服務之關聯。",between_2_and_5_years,Yes,2024 年亦從自身做起，以大新竹在地為出發，關注城市生態環境，並與政府單位、保育團體合作，投注資源支持生物多樣性監測計畫及環境教育推廣活動。,Clear
10035,本集團以獨立超然之精神執行稽核業務，隸屬於董事會，協助董事會及高階管理階層審查與評估風險管理是否有效運作，包含評估第一道及第二道防線監控之有效性，並適時提出改進建議。內部稽核單位建立及執行集團內部稽核制度，查核與評估內部控制之有效性，並定期向審計委員會及董事會報告。對本公司每年至少辦理 1 次一般業務查核。,G,Yes,內部稽核單位建立及執行集團內部稽核制度，查核與評估內部控制之有效性，並定期向審計委員會及董事會報告。對本公司每年至少辦理 1 次一般業務查核。,already,No,,N/A
10036,2024 年提報董事會報告    - 陳報本公司合併報表子公司溫室氣體盤查及查證執行進度，共 4 次。  - 提報永續中長期目標設定情形。  - 提報並通過核議案訂定本公司維護生物多樣性暨零毀林承諾及修正本公司供應鏈管理政策。  - 提報本公司 2023 年永續報告書核議案，說明永續報告書編制內容包含：  1. 2023 年永續目標執行實績及 2024 年永續目標擬定  2. 重大議題鑑別、重要利害關係人鑑別、溝通管道、回應方式及頻率等溝通情形  3. 依氣候相關財務揭露建議書(TCFD) 架構專章揭露企業對氣候相關風險與機會之治理情形  4. 本公司永續供應鏈管理執行情形  5. 本公司環境管理實績  6. 依 GRI 準則對於人權議題揭露之要求，分階段執行人權盡職調查 2023 年執行成果,G,Yes,提報並通過核議案訂定本公司維護生物多樣性暨零毀林承諾及修正本公司供應鏈管理政策。,between_2_and_5_years,Yes,提報永續中長期目標設定情形。 ｜ 提報本公司 2023 年永續報告書核議案，說明永續報告書編制內容包含： 1. 2023 年永續目標執行實績及 2024 年永續目標擬定 2. 重大議題鑑別、重要利害關係人鑑別、溝通管道、回應方式及頻率等溝通情形 3. 依氣候相關財務揭露建議書(TCFD) 架構專章揭露企業對氣候相關風險與機會之治理情形 4. 本公司永續供應鏈管理執行情形 5. 本公司環境管理實績 6. 依 GRI 準則對於人權議題揭露之要求，分階段執行人權盡職調查 2023 年執行成果,Clear
10037,誠信經營是公司治理內部控制機制重要的一環。研華會在事前辨識各項法令規章，並與內部相關單位溝通、衡量公司相關規則之制定與落實，以求符合法規。誠信經營中之法令遵循、反貪腐與反競爭概念與社會責任與公司商譽有重大關聯，為研華永續經營重點之一。,G,Yes,誠信經營是公司治理內部控制機制重要的一環。,between_2_and_5_years,Yes,研華會在事前辨識各項法令規章，並與內部相關單位溝通、衡量公司相關規則之制定與落實，以求符合法規。,Clear
10038,2023 年與 2024 年溫室氣體排放量業經第三方查證單位英國標準協會 (BSI)、艾法諾國際股份有限公司 (AFNOR) 依據「ISO 14064-3:2019」執行查證，數據品質認定符合「ISO 14064-1:2018」規定，直接溫室氣體排放和輸入能源的間接溫室氣體排放之保證等級為合理保證等級，其他間接溫室氣體之保證等級為有限保證等級，且皆無保留意見，並已取得查證聲明書，其中 2023 年「範疇三」經過第三方查證的類別為採購商品與服務、燃料與能源相關活動、上游運輸及配送、營運產生之廢棄物處理、商務差旅、下游運輸及配送、銷售產品使用、銷售產品終端處理等 8 種，2024 年為採購商品與服務、資本物品、燃料與能源相關活動、上游運輸及配送、營運產生之廢棄物處理、商務差旅、員工通勤、下游運輸及配送、銷售產品使用、銷售產品終端處理等 10 種。,E,No,,N/A,Yes,2023 年與 2024 年溫室氣體排放量業經第三方查證單位英國標準協會 (BSI)、艾法諾國際股份有限公司 (AFNOR) 依據「ISO 14064-3:2019」執行查證，數據品質認定符合「ISO 14064-1:2018」規定，直接溫室氣體排放和輸入能源的間接溫室氣體排放之保證等級為合理保證等級，其他間接溫室氣體之保證等級為有限保證等級，且皆無保留意見，並已取得查證聲明書，其中 2023 年「範疇三」經過第三方查證的類別為採購商品與服務、燃料與能源相關活動、上游運輸及配送、營運產生之廢棄物處理、商務差旅、下游運輸及配送、銷售產品使用、銷售產品終端處理等 8 種，2024 年為採購商品與服務、資本物品、燃料與能源相關活動、上游運輸及配送、營運產生之廢棄物處理、商務差旅、員工通勤、下游運輸及配送、銷售產品使用、銷售產品終端處理等 10 種。,Clear
10039,"聯電集團除持續提升能源效率外，亦規劃多元能源使用，積極設置廠內再生能源，更將太陽能系統列為新建廠房標準設計建置項目，發電量連續 5 年增長。2024 年原規劃設置太陽光電 500kW 計畫調整，整併於 2025 年設置合計約 900kW。至 2024 年止，聯電集團已安裝峰值發電容量超過 14,000 瓩 (kWp) 之太陽光電系統，預估每年發電量達 15,000 MWh。惟太陽光電主要受氣候等因素影響，例如 2024 年台灣地區有多次颱風過境進而影響發電量，此發電量為預估值非為固定值。2024 年聯電集團太陽光電系統自用發電量共 14,399MWh，近乎所有太陽光電發電皆轉為自發自用，並將持續增加自發自用綠電，支持潔淨能源不遺餘力。",E,Yes,並將持續增加自發自用綠電，支持潔淨能源不遺餘力。,between_2_and_5_years,Yes,"2024 年原規劃設置太陽光電 500kW 計畫調整，整併於 2025 年設置合計約 900kW。至 2024 年止，聯電集團已安裝峰值發電容量超過 14,000 瓩 (kWp) 之太陽光電系統，預估每年發電量達 15,000 MWh。",Clear
10040,拓展「蹲點・台灣」社會影響力。行動貼合大學 USR (大學社會責任) 計畫，鼓勵更多大學生養成社會人文關懷精神，共同為在地永續發展努力。至今已與全臺近六十間包含高中職與大專院校合作，近兩萬師生參與。,S,Yes,拓展「蹲點・台灣」社會影響力。行動貼合大學 USR (大學社會責任) 計畫，鼓勵更多大學生養成社會人文關懷精神，共同為在地永續發展努力。,already,Yes,至今已與全臺近六十間包含高中職與大專院校合作，近兩萬師生參與。,Clear
10041,2024 年基隆陽明貨櫃場安全實績    協議組織  - 每季召開。  - 協議安全衛生管理之實施，包含從事動火、高架等危險作業與機械、設備及器具等入場管制與配合事項，促進作業安全衛生及健康管理。    持續無災害工時  持續累積，未中斷    2024 年 8 月加入「基隆港安衛家族」  本公司基隆貨櫃場參與該安衛家族，期盼藉由家族運作，提升港區作業安全水準，以達「港口運輸」、「貨櫃裝卸」及「土木施工」三個零災害，降低職業災害並提升異港區工安防災能量，保障勞工安全。,S,Yes,保障勞工安全。,already,Yes,協議組織  - 每季召開。  - 協議安全衛生管理之實施，包含從事動火、高架等危險作業與機械、設備及器具等入場管制與配合事項，促進作業安全衛生及健康管理。    2024 年 8 月加入「基隆港安衛家族」  本公司基隆貨櫃場參與該安衛家族，期盼藉由家族運作，提升港區作業安全水準，以達「港口運輸」、「貨櫃裝卸」及「土木施工」三個零災害，,Clear
10042,面對氣候變遷所帶來的挑戰，長榮航空訂定「公共事務參與倡議守則」與「環境及能源政策」，並承諾 2050 年淨零碳排放的目標。透過訂定淨零路徑、推動減緩與調適行動方案與參與氣候相關行業協會組織等，期許為全球社會帶來正面的改變和影響。此外，長榮航空針對行業協會參與建立審查與監督機制，管理範疇涵蓋本公司全球營運據點，以確保氣候相關公共事務參與符合永續發展政策、環境及能源政策與「巴黎協定」，並期望協會的運行與我們關注之商業核心本業、氣候變遷治理及永續發展相關議題有相同觀點。,E,Yes,長榮航空訂定「公共事務參與倡議守則」與「環境及能源政策」，並承諾 2050 年淨零碳排放的目標。,longer_than_5_years,Yes,透過訂定淨零路徑、推動減緩與調適行動方案與參與氣候相關行業協會組織等，期許為全球社會帶來正面的改變和影響。,Clear
10043,MOD 機上盒 504A/B、505A、Hami Video 服務、直營門市臨櫃服務、5G 行動上網、HiNet 上網（含光世代電路）、固網市話、ESG 永續館取得 ISO 14067 碳足跡證書，其中 MOD 機上盒 504A/B、Hami Video 更取得環境部碳標籤。電子帳單：配合業務行銷推動及具有環保及節能減碳功能。電子發票：發票雲端永久儲存，節省人力物力及政府節稅與免罰優惠。,E,Yes,取得 ISO 14067 碳足跡證書，其中 MOD 機上盒 504A/B、Hami Video 更取得環境部碳標籤。,already,Yes,MOD 機上盒 504A/B、505A、Hami Video 服務、直營門市臨櫃服務、5G 行動上網、HiNet 上網（含光世代電路）、固網市話、ESG 永續館取得 ISO 14067 碳足跡證書，其中 MOD 機上盒 504A/B、Hami Video 更取得環境部碳標籤。,Clear
